Scenario,State,Sector,Year,value
S2,A,Industrial,2023,1.049790143
S2,A,Transportation,2023,6.610593686
S2,A,Electric Power,2023,4.457021596
S2,B,Residential,2023,12.85379482
S2,B,Commercial,2023,6.792498811
S2,B,Industrial,2023,5.190057122
S2,B,Transportation,2023,29.61212855
S2,B,Electric Power,2023,13.30522258
S2,A,Residential,2024,2.087004038
S2,A,Commercial,2024,1.484140431
S2,A,Industrial,2024,1.060092784
S2,A,Transportation,2024,6.51070303
S2,A,Electric Power,2024,4.434320919
S2,B,Residential,2024,12.73628595
S2,B,Commercial,2024,6.789262514
S2,B,Industrial,2024,5.242400112
S2,B,Transportation,2024,29.25003017
S2,B,Electric Power,2024,13.1990396
S2,A,Residential,2025,2.063518875
S2,A,Commercial,2025,1.481439876
S2,A,Industrial,2025,1.072359226
S2,A,Transportation,2025,6.408305465
S2,A,Electric Power,2025,4.439914839
S2,B,Residential,2025,12.61518369
S2,B,Commercial,2025,6.782229195
S2,B,Industrial,2025,5.302163276
S2,B,Transportation,2025,28.88180729
S2,B,Electric Power,2025,13.2007886
S2,A,Residential,2026,2.04065087
S2,A,Commercial,2026,1.477257966
S2,A,Industrial,2026,1.08344812
S2,A,Transportation,2026,6.315653068
S2,A,Electric Power,2026,4.358559677
S2,B,Residential,2026,12.49479484
S2,B,Commercial,2026,6.771492609
S2,B,Industrial,2026,5.359386502
S2,B,Transportation,2026,28.5470625
S2,B,Electric Power,2026,12.87469191
S2,A,Residential,2027,2.018047484
S2,A,Commercial,2027,1.473393946
S2,A,Industrial,2027,1.09276087
S2,A,Transportation,2027,6.230076379
S2,A,Electric Power,2027,5.145576151
S2,B,Residential,2027,12.37445342
S2,B,Commercial,2027,6.763232078
S2,B,Industrial,2027,5.40995153
S2,B,Transportation,2027,28.23586653
S2,B,Electric Power,2027,14.0070145
S2,A,Residential,2028,1.995980298
S2,A,Commercial,2028,1.4724804
S2,A,Industrial,2028,1.099885902
S2,A,Transportation,2028,6.154875378
S2,A,Electric Power,2028,5.277606424
S2,B,Residential,2028,12.25476769
S2,B,Commercial,2028,6.764901483
S2,B,Industrial,2028,5.450956642
S2,B,Transportation,2028,27.96841669
S2,B,Electric Power,2028,14.13494272
S2,A,Residential,2029,1.974479529
S2,A,Commercial,2029,1.469592013
S2,A,Industrial,2029,1.107279962
S2,A,Transportation,2029,6.091620019
S2,A,Electric Power,2029,5.363177461
S2,B,Residential,2029,12.13668175
S2,B,Commercial,2029,6.764590743
S2,B,Industrial,2029,5.495281851
S2,B,Transportation,2029,27.74932134
S2,B,Electric Power,2029,14.11438878
S2,A,Residential,2030,1.95372456
S2,A,Commercial,2030,1.46878518
S2,A,Industrial,2030,1.116040636
S2,A,Transportation,2030,6.038837316
S2,A,Electric Power,2030,5.411224602
S2,B,Residential,2030,12.02054143
S2,B,Commercial,2030,6.770132473
S2,B,Industrial,2030,5.544309764
S2,B,Transportation,2030,27.57647473
S2,B,Electric Power,2030,14.19681495
